id	tweet	subtask_a
33521	@USER @USER Sen öğret diye unuturum sbhdhshs	NOT
24018	@USER  den baska seyredilecek haber kanali yok diyenlere.      Cokk daha samimi.	NOT
31563	Son 3 seçimdir Millet ittifakı bloğu seçimi son 1 haftaya kadar önde götürüyor. Ne oluyorsa son hafta da oluyor.	NOT
39927	@USER %1’in ne kadar büyük ihtimal olduğunu bugün de anlamış olduk😄	NOT
19722	Her sey insan icin var, her sey   NE FENA!	NOT
29102	@USER Aaa ne münasebet, hiç öyle bir huyum yoktur :d	NOT
35277	@USER @USER Sn Hakan belli ki pek araştırmamışsınız Dersim mi demeli Tunceli mi demeli diye..Size özet olabilecek bir yazı öneriyorum;Soner Yalçın’ın konu hakkında geçmişte yazdığı yazısını okuyunuz lütfen..Belki bir bilgi edinirsiniz ve bu vesile ile fikriniz değer bulur...	NOT
22190	@USER Çin Seddi ile şaşırtmaca yapan bu yarışmadan her şey beklenir.	NOT
24329	@USER Senin dengin okyanuslar, bencede sana ne... Deniz’lerin dalgası çok olur(kıçı başı oynr). Okyanus pek belli etmez. Lafın uzunu:) sulu şakalardan hoşlanma kardeşim :). Damla’ya Damla’ya biriken cisimlerden uzak dur. Bu yolun sonu okyanusss...;)	NOT
10881	@USER •👉 Şortu bir kadına tekme atan   "Abdullah Çakıroğlu" 3 yıl 10 ay   hapis cezasına çarptırıldı ve hala içerde !      •👉 Başörtülü bir kadına   yumruk atan "Hakan Dündar"   Tahliye edildi !      •👉 Çarşaflı bir bayana hakaret edip yüzüne tüküren "Atınç Manap" Serbest bırakıldı !      ADALET ?	NOT
23675	Günlük gibi durmadan buraya yazasım geliyorr,aşşık oldum galiba kopamıyorum 😅😂	NOT
36799	@USER peki hırsızlık yapmışmıdır ,zimmete para geçirmişmidir,yandaşı kayırıp ihale vermişmidir,cemaatlere para aktarmışmıdır,37.5 ton et yemişmidir,kısacası kul hakkı yemişmidir sen onu söylede bizde  bilek türk milleti ne vaatler gördü kahrından öldü!!!	OFF
38503	@USER Öyle bir şey yapar mıyım yoo nooo 🤓	NOT
44638	💫💫💫💫💫💫💫💫💫💫💫💫   💫 Devası Kendindedir İnsanın.   💫       Hz ALİ. 🙏 💕   💫💫💫💫💫💫💫💫💫💫💫💫      Sahip OLdığun Hiç Bir Şey Senin Değil 😏 Kendin Bile   O da RABbin Emaneti 😔	NOT
10667	@USER @USER @USER @USER darbe ile alakası yok zaten diyorum sen bana haalaa benzetme diyosun... kafa basmıyo sanırım... askeri darbe asker ile olur... cemaatle bi bok olmaz... anca tayyibin işine yarar böyle kahraman olur akpli çalıcılar...	OFF
20217	Kınaya çağırıyorlar  gelmicem diyorum sensiz olmaz diyo gelin ben miyim kendinize gelin	NOT
29137	@USER aldım bile ümstad, başımın üstünde yerin var	NOT
43988	basasının hayatını dikizlemekten başka da isi olamayanlar var, cocugu olmasına ragmen cocuguu olupda twiterda ne arıyor lar ınsanlar yanı gerçekten nite burda bazıları anlaşılmıyor cumbernatch'es here for w tt write eg…	NOT
24183	@USER Başkalarında bizi rahatsız eden durumkendimizi anlamak icin de önemli bir yoldur	NOT
44961	#BirGünDönersen   Hangi aptal mazeret ikna eder ateşimi söndürmeye 😏	NOT
19933	keşke sonsuzun o sunu @ ile yazmasaymış ...	NOT
42684	@USER Gesenin kocası zenci ferdi dönüyor ondan bu korkunuz değil mi puhahahaha 😆😆	OFF
27935	@USER İlkokula ortaokula dönmek için nelerimi vermezdim yaa . Aşırı özlüyorum o günleri 😞😞	NOT
38999	Sıkılmadınız di mi 22 ye gidip cabbarın ağzına kamera sokup story çekmekten amına kodumun eğlence fakirleri	OFF
44813	Mansur Başkan geliyor dertler bitiyor 💃	NOT
23602	cidden herkes manita yapmıs buneeeeeeeeee	NOT
27781	Ben üzülmem sadece kendime sinirlenirim	NOT
38484	Rasûlullah Efendimiz ﷺ şöyle buyurdu:       "Bilerek namazı terkeden kimseden Allah ve Resulunün zimmeti kalkar."       (Ahmed b. Hanbel, IV/238, VI/461).	NOT
40944	@USER Gelen giden bitmiyor amk deli ettiler beni oyun oynayamiyom	OFF
45350	Doğruyu bildiğim halde aptal yerine konulmak en nefret ettiğim şey!!	NOT
27035	@USER İstanbuldaki gibi çilek muzun üstüne bi kase belçika çaklıtı döküyolar çok övüyodu yemekblogerları ben de yemedim daha 😢 parkorada crazy flakes var fanustaki adını unuttuğum tatlıyı yemiştim o da çokzel pinkum 💖	NOT
21857	Pazara topukluyla gelecek kadar ne yaşadın ablacım	NOT
14312	ÖSYM ölürsem kabrime gelme istemem istemem.......   Sebebim sensin .......	NOT
21953	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Estağfurullah abi 🙃🙃 bu abilerim ablalarım hangi sosyal alemde çokca bilinen isimler olunca insanların daha çok yararlanması için paylaştım 🤗	NOT
29791	@USER Bu seni aldatır tipi öyle gösteriyor hemen ayrıl	NOT
20802	Çok özlemişmiş gelicekmiş yanıma kızlar bunların hepsi yalan sözlenme haberi geldi geri dönme haberi değil inanmayın siz bunlara	NOT
37320	Güneş var fakat insanlar karanlık	NOT
42810	@USER Günaydın.   Hayırlı Sabahlar.   Kardeşim.   Güzel Bir Gün   Dilerim☕️💛❤️😊🖐🏻	NOT
20456	4-)Yemek stantlarında su tesisatı yoktu, o stantlarda çalışan insanlar su ihtiyaçlarını ( ürünlerini yıkamak amaçlı ) kabinlerden doldurup getirdiler. hangi kabinlerden bahsettiğimi yazmak bile istemiyorum.	NOT
12608	2019’a kadar zaman olsaydı Akşener Anadolu’da ayak basılmadık yer bırakmayacaktı. İnsanların gözünü açmak, alternatif olduğunu hatırlatmak bazılarını rahatsız edebilirdi. Korkununun ecele faydası yoktur. #İYİOLACAK ☀️	NOT
34531	@USER Döveceğini Adım gibi biliyorum 😀 bide arabası aşırı lüks	NOT
35718	@USER @USER bilader insandan bahsediyorsun, sapanla kuş avlamaktan değil	NOT
30848	Hesaplaşma günü gelsin.. Size acıyan sizden beter olsun	OFF
17530	babam beni yol boyu siyasetin hali ve türkiye’de kadının yeri ile motive etti, çıktıktan sonra da aynılarını konuştuk gerçi bana uyan diyor	NOT
30664	@USER @USER Harika bir cevap! Muhteşem. Dm lütfen 😜😜	NOT
26739	Zamanı gelicek ellerini hiç bırakmıcam	NOT
38422	Biz Türkleri bazen anlamıyorum; Aynaları güzel silince cam gibi oldu, camları güzel silince ayna gibi oldu diyoruz.	NOT
43073	@USER @USER bu grubu dinlemen lazım der Franzose	NOT
39503	@USER kargom 8 gündür elime ulaşmadı. Şubenizi aradım ve her zaman ki gibi adresi bulamadık dendi. Adresi yeniden yazdım ama yine gelmedi. Mısırdan posta güverciniyle gönderselerdi, çoktan bana ulaşırdı. Bu işi yapamıyorsanız bırakın Vallahi bıktık. Her zaman aynı bahane	OFF
34334	@USER geçen hafta aracımı kaza sebebi ile servise bıraktım ve sigorta şirketiniz ile süreç başladı.   Bu süreçte yedek araç talebi ile araç aldım ve 7 gün süre tanındı.aracımın tamir süresi yaklaşık 18gün olarak belirlendi, yedek aracın süresinin uzatılması talebine olumsuz	NOT
11987	@USER Fidel bey ağzına sağlık sizi mecliste görmek isteriz cesur yorumlarinizdan dolayi	NOT
12059	Barca bu sezon bi bayern olmasada helal olsun büyük iş roma koçum sındırgılı	NOT
24852	Birlikte, çok çok gü zel si niz! #İstanbulluGelin	NOT
16055	yine kim düşürdü bunu tayma ya	NOT
26939	Arkadaş; çok güzel kızlar var be	NOT
22734	@USER @USER ilişkiyi geç ben bahaneler istiyorum😂😂	NOT
19389	Türk sevgililerinize Kürtçe öğretin hewalno asimile edin onları ✌🏿	NOT
13421	"Bağlanmayacaksın bir şeye    öyle körü körüne"   diye bağıran o adam,şimdi çöllere düşmüş "Leyla orada değil burada" diye bağırıyor...	NOT
22960	Herkes yaşattığını yaşasa da rahatlasak.	NOT
25470	@USER @USER 🔞 MERHABALAR BEN ISTANBULDAN FIRAT 🔞      🔞 GİZLİLİK İÇİNDE CİDDİ REEL İSTANBULDAN UYAN 🔞      🔞HERYAŞTAN REEL BAYANLARI ÖZELIME BEKLERİM 🔞      ❤ İLİŞKİMDE SERTT VE DOYUMSUZUM ❤      😍 EVLİ BAYANLARIN HASTASIYIMDIR 😍      🔞 YAŞ:26, BOY:1.77      🔞 SADECE REEL İSTANBULDAN BAYANLAR LÜTFEN 🔞	OFF
37846	Kimya testine de tutuldumu acaba geçen sezondan kalan bir kimya bozukluğu vardı da 😃😃	NOT
28879	@USER @USER Bu konuda ne diyebilirim ki 🤷🏽‍♀️ belki de güvenliklerin çok yoğun olmadığı zamanlarda çekilmiştir	NOT
21799	Maç başlayana kadar eve gidebilirim inşallah amin	NOT
43103	@USER aslan mı en alasınu yapıyor amk amk cocu aklıma geldi yine	OFF
12140	koluma yağ sıçradı napiyim buz tutim mi	NOT
17891	Ya am kurtları siz kimsiniz de odtüye ve odtülülere laf ediyorsunuz?? Sayıp sövenlerin büyük çoğunluğu anca lise diploması almıştır amk	OFF
12329	@USER @USER tercihen linkleri nedovic tiviti altında paylaşmıyorum	NOT
33815	@USER Yan yükselis var biraz oradan kesmek zorunda kaldik 🤣	NOT
33166	@USER @USER Çok bilmiş ! Saldırıyı yapanlar 60-70 yaşında adamlar.. kim yetiştirdi bunları sence.	OFF
33771	Onun ismi Messi. İnsan mısın sen Ya. İyi ki seninle aynı yüzyılda yaşıyoruz.	NOT
13898	@USER Neden abi, sıkıntı nedir? Su dursun baskan olmasin allah aslinda...	NOT
45411	@USER Baydı kardeşim bu iş. Anladık esnafımız süper. İlla eşeğin kulağına su kaçıracağız.	OFF
28545	Birsey farkettim. Bu Düzce’nin erkekleri neden el kol kullanmadan birşey anlatamıyor.	NOT
38423	@USER @USER @USER Sen ne içiyorsun vicdansız kimse köprüye laf etmiyor yapılış şekline laf ediyor özel sektör tüm işleri yapacaksa hükümete ne gerek var. Çin 5 miyar$dolara galaksinin en büyük hava alanını yaptı Türkiye 25 milyar$ dolara yaptı 20 milyar $ nerde?? Aynısı bu köprü içinde geçerli👌👈	OFF
11136	Bir şehri elbette unutabilirsin ama o ilk bakışı unutamazsın	NOT
19794	Ulan ne demek oluyo bu dolarla euronun değeri 🤔😤	NOT
26759	@USER İkinizin olduğu fotoğrafı mı paylaşayım tavan fotoğrafını mı? Bir sonraki seri de siz varsınız hadi bakalım	NOT
31391	Ama tam şuan ders iptal diye haber gelmeli ve ben mutluluk dansı yapiyo olmalıydım, böyle olmaz ki çok uykum var	NOT
34113	@USER @USER @USER Hiç bir dayanağı olmadan (3 valiz) delille YSK'ya başvurdu.   YSK da elinde hiç bir delil, dayanak olmadan bazı ilçe seçim kurullarına suç duyurusunda bulunma kararı aldı.      YSK'nın kararlarını okumamışsın bile.	NOT
10633	Uyanalı neredeyse 1 saat oldu sosyal medyada “Görüyorsunu, anlatmaya gerek yok” cümlesinie 3 kere falan denk geldim. Teşekkürler.	NOT
17016	Sevgili Büyüklerim Küçük lerim.!   Hepimiz Bu Ülkenin Evlatlarıyız, Herkes      Vicdani Olarak Düşünsün, Bu Ülke Kolay   Kazanılmadı, Tüm Dış Güçler Üstümüze      Gelirken Birlik Olmalıyız, Her Türlü Terör      Senaryoları İle Ülkemizi Yıkmaya Çalışıyorlar      Bunlara Fırsat VERMEYİN AK İle💡DEVAM.	NOT
30457	@USER alllaha şirk koşan seçim propagandaları" oy verirseniz huzuru mahşerde karşınıza çıkar" parsel parsel satanları, soruları çalanlara müsade edenlere ses çıkarmayın   ezanı ıslıkladıklarını varsayalım belkide yanlış algı o günah ve terbiyesizlik öbürü şirk hırsızlık hangisi günah?	OFF
34652	Babam ne zaman sokakta hayvan görse şey diyo Keşke senin yerinde olabilseydim ne çalışma derdin var ne de geçim Vay Be Koca Çınar sen de Ne Hallere geldin bee	NOT
33847	@USER @USER Her türlü milliyetçiliği ayaklar altına alanlarla ortaklık yapanlar mı “milliyetçiler günü”nü kutluyor? Ayrıca hangi milliyet? 75 yıllık Türkçülük Günü milliyetçiler günü mü oldu? İyice paspas oldunuz yazık.	OFF
43076	9 yaşındaki avusturalyalı kızın fotoğraflarını çalıp hesap açmışlar, altı pedofili hastası şerefsiz kaynıyor. böyle ülkenin aq ben ya nerede yaşıyoruz bu ülkede çocuk mu yetiştirilir sokaklar sapık orospu çocuğu dolu	OFF
32275	@USER Mükemmel bir güzellik sexi hatun harikası	NOT
15654	18) En büyük problemlerden biri de maç sonu kalabalık. Eğer stadyumun bir bölümünü maçtan önce stadyumda tutabilirsek bunu önlemiş oluruz. Bunu nasıl yapabiliriz? Belki "maçtan sonra sinema" ile.	NOT
32195	@USER Bu erkan tan mı erkan am mı  ne karaktersiz bir yaratik buna insan demek caiz değil bi kişi bu kadar dönek kaypak olur	OFF
33663	Bambaşka yerlere giderken bi anda kalkıp ona giden yolda sardığın yaralarının yeniden tırnak uçlarında hissetmen bu boktan bişey.	NOT
45795	Sonunda kavuşmak varsa, beklemek her şeye değerdir.	NOT
32206	Her adam,  hayatının tozuyla toprağını üstünden silkeledikten sonra geriye sadece en zor ve açık seçik sorular kalacaktır: İyi miydi,  kötü müydü? İyi mi yaptım,  kötü mü?       J. Steinbeck / Cennetin Doğusu	NOT
15319	fevbozdan ezel konuşması gelicek hazırlıklı olun	NOT
33769	uzun diyaloglarda kısa çizgi kullanmak yerine cümleden cümleye geçiş yapmak bunu sadece tembel yazarlar yapar..	NOT
28785	Bu dünyada acı çektim cehennemde güler miyim ?	NOT
23432	Ben Varlığımı sadece Allah'a  armağan ediyorum, nedenin bir ırka edeyim. #ANDIMIZ	NOT
10023	@USER Vekilim çok güzel söylediniz ağzınıza sağlık bundan sonra hep böyle olacak onlarda hizaya gelecekler ALLAHCC izni ile insaALLAH 🇹🇷🇹🇷 Büyük TÜRKİYE için el ele 🇹🇷🇹🇷🇹🇷hep birlikte 🇹🇷	OFF
35838	@USER @USER Yavuz yapınca ısınıyor sen yapma:))))	NOT
27185	Senin için harcanan zamana yazık	OFF
10372	@USER Seni Seviyorum Hayatımın Anlamı Bu... #Duzceescct	NOT
43857	@USER teröre destek veren yargılanmasın mı açık konuşurmusun biraz daha	NOT
34954	@USER @USER Hani nerde bilen varmı ?   Atatürkü 'mün her sözü vicdan     🇹🇷📢🔊🇹🇷🆘️   Hala devlet büyüklerimiz  bizleri oyuncak ettiler bizi HAKSIZLIK HAD SAFHADA EŞİT ADALET İSTİYORUZ    TCK82 ayrımcılık olmasın 12yıldır ADALET arıyorum çözüm af lütuf değil gerekliliktir hakkımızı istiyoruz artı	NOT
41760	@USER @USER Medel'i stoper rotasyonunda kullanır hoca büyük ihtimal. 2 fesih olacak diyorlardı, Aras ve Roco olur bence.	NOT
35956	Ozan tufan ıslatıyorsun beni kardeşim	NOT
37715	Umutlarımız var   Bir hayal kırıklığı daha yaşatmayın   PakettenEşit AFGelsin ❗❗❗   @USER @USER @USER @USER @USER @USER @USER @USER	NOT
41744	@USER Ve bunu kimse istemeden yaptı. Bazı kahramanlar pelerin takmaz gerek de duymaz gözlerinden tanırsınız onları. Çok yaşa @USER!	NOT
15954	ben yarınları bugünden tanırım o yüzden	NOT
41031	@USER İmza yı görmeden inanmam hep yalan dolan hayırlı olsun demekle olmuyor	NOT
15867	İnsanın bazen istemsizce 105 Bayhan yazıp 3181’e mesaj atası geliyor.	NOT
30893	Yaptığımız yarışmada    show un en sevilen çifti #Cemker   Fox un en sevilen çifti #ArBah   Starin en sevilen çifti #CanEm    Atv nin en sevilen çifti #NefTah oldu.   Bu dört çift arasindan en sevdiğiniz begendiginz  çift hangisi ??      (Kazanan çift kapak fotoğrafımız olacak)	NOT
23543	Tahminen ne zaman bir masada otururken sana karşı içimde daha önce kimseye oluşmamış kin ve nefreti anlatabilirim	OFF
38468	kendime çektirdiklerim için kendimden özür diliyorum	NOT
29156	EVLİLİK TEKLİFİ ALMAYAN KAÇ KİŞİYİZ? #HappyValentinesDay2019	NOT
13966	- Oturduğu yerden para kazanamayan yutubır kimdir?      (Enes Basur)	NOT
30330	@USER Bu aileye hayran olmamak mümkün değil.   Pierre'nin Marie olmadan nobel ret etmesidr çok karizmatik bir hareket ve eşinin hakkını yememiş. Aynı tavrı Einstein Mileva Maric konusunda gösterememiştir. Rölativite teorisinin matematik denklemlerinde Mileva'nın katkısı Einstein den çok	NOT
44099	Bunaltma saatimiz gelmis sevgiliyi hayattan sogutuyoruz yine	NOT
21030	@USER O tarih de çok erken. Güzün gelsin.	NOT
12143	Zayn şu klibi yayınlasana amk yeter ya	OFF
44227	Ne çok toplayıp koydun öyle ufak poşete yıllarınımı anlattın aq	OFF
29138	Siz elinizde çiçeklerle gezin bende elime kitaplarımı alıp evime döneyim	NOT
41345	Ben de Victor Hugo’dan bir sey ekleyeyim: “Sabit fikrin sonu ya delilik veya kahramanliktir.” (A fixed idea ends in madness or heroism.)	NOT
31378	ve şunu da fark ettim özellikle rap line ın şakası yok sesleri o kadar stabil ki çatır çatır söylüyorlar 💜	NOT
45288	" Nasihat dünyanın en pahalı hazineleri kadar kıymetli olduğu halde, ekseriya pek ucuza satılır. "	NOT
28932	Burda bazı firari beyinler erkeklere bela okuyup duruyor,lan derdiniz ne amk!	OFF
13031	@USER Paçası sıkışınca Atatürkün adını ağzına alanlar bu sefer sandıkta derslerini alacaklar...	NOT
33387	Benim gibi ponçik bir kızı sinirlendirip tartışmaya soktuğun için tam bir gerizekalısın...	OFF
44356	@USER @USER Neyse sildiğine göre yanlış anlama olmuş	NOT
40044	Ruhun şad olsun Bozkurt’um 🇹🇷🇹🇷🇹🇷	NOT
45210	Bugün bir minik okuyucumun annesi Kanada’dan mesaj atmış. “Kırmızı Yanak Güneşini Arıyor kitabınızı oğluma aldık.” diye.    Hayatımda Kanada’ya ayak basmadım. Ama düşlediğim bir şeyin oralarda geziniyor olması, inanılmaz mutluluk verici... Hayallerimiz de gezebilir demek ki☺️🎈	NOT
42430	Arkadaşlar ozel bildirimleri hâla etkinmis ama hiç mesaj atmadığı için farkında değilim..	NOT
19127	@USER @USER her gün farklı haber çıkmıyor çıkan her haber aynı doğrultuda: gomis zam istiyor   kesindi,geldi diye yazılan isimleri bir bilemedin iki gazete yazdı. ayrıca bu tarz kesin yazılan haberlerin hepsi yalanlandı. kimse de atlamıyor ayrıca,taraftar fazlasıyla sabır gösterdi bu konuda	NOT
19688	@USER @USER Kurtuluş savaşında millet baştaki kimdir, bizim görüşten midir değil midir diye baksaydı, bugün ne idin acaba !!!	NOT
35861	@USER Orospu çocukları diyeceğim ama küfürü bile haketmiyorsunuz hepinizden nefret ediyorum ÜLKEMDE SURİYELİ İSTEMİYORUM!	OFF
21752	@USER Fotoğraftaki 9 numarada işte forvetimiz falan	NOT
36153	İnsanlara; Dinin Nedir? Namaz Kılıyor musun? Oruç tutuyor musun? Gibi Allah'ın soracağı soruları sormayın!      İnsanlara; Açmısınız? Birşeye ihtiyacınız var mıdır? Bir sorunun var mı? Gibi kulun kula soracağı soruları sorun..      #FatihSultanMehmet      #HayırlıCumalar	NOT
26570	Biliyoruz ve fakat bu topraklar kibirle tepeden bakanı daha da tepeye çıkarıyor! Biliyor ve bekliyoruz.	NOT
31452	@USER @USER Piyasada en çok işlem yapan ve takas paylarına sahip bankaları sistem dışına almak 😳  serbest piyasa nerede?	NOT
14101	Birgün birisi çıkar gelir ve sen bütün gidenlere teşekkür edersin.	NOT
24086	@USER bunlari yasamayan oldugunu sanmiyorum da... aci veya hatalari kabullenememek sanirim :)	NOT
32228	Balkonda otururken çatıdan su damlamaya başladı yan sandalyeye geçtik oturmaya devam ediyoruz.	NOT
21627	@USER @USER @USER Ilk okul çocuğundan nasil bir zarar bekliyorsun mesela ?	NOT
16656	@USER @USER @USER @USER @USER amca keşke isim kısmını da karalasaydın olmadı bu :D Ahmet 'G.' diye kısaltılmıyorsa tabi soyisimden bahsetmiyorum bile	NOT
18323	@USER Kötüymüş yaaa,ama işin başından iki aileye de karışma hakkı vermeyeceksin ki eşler aralarında halletsinler.	NOT
18015	Edebi açık olanı; kapalı başı dindar etmiyor.   Gözü yerde olmayanı;  sakalı mümin yapmıyor.	NOT
30995	@USER Yok ilk zamanlar hogwarts’da tuvalet yokmuş buldukları yere yapıp sonra kaybetme büyüsü yapıyolarmış.	NOT
11789	Tw şuan çok sinir bozucu	OFF
24262	@USER YalnizlikIQsu yüksek insanların en cok şikayet ettigi psikolojik semptomdur,	NOT
20778	@USER Şükür iletişim çağında değiliz de kimse duymuyor. Mazallah büyük bir kalkışma olurdu.	NOT
22573	@USER Yiyemem öyle ekmek arası olmalı :)	NOT
25914	düz renk kapüşonlu: 100₺ 👌🏻👌🏻👌🏻   düz renk ortasında küçücük bi’ yazı yazan kapüşonlu: 250₺ 👌🏻👌🏻👌🏻👌🏻 allah kahretsin	OFF
10394	@USER Şu şaheserden sonra asla sorgulamam🤫	NOT
25834	@USER @USER @USER @USER Tecavüz suçu diyelim, hem kırbaç (çünkü tensel suç, tensel acı ve zina) hem de ömür boyu karşıda travma yaratacağı için, ömür boyu travma yaratacak ceza verilir. Yani hadım.	NOT
43165	@USER @USER Maçınızı seyrettim, çok güzel oynadınız, hepinizi tebrik ediyorum.	NOT
34905	@USER Bu kadar düştüler demek ki	OFF
19343	Şimdi dolar milyarderi olup türkiyede TL ye çevirip, birçok gayri menkul satın alırdım :)))))	NOT
40921	ASLAN: Herkesin ilgisini çekip yalnız kalmakta bir dünya markasıdır "aslan". Zoru başarır çünkü hep kafası karışıktır.	NOT
33926	Ah halkım ah    Nedir size reva görülen bu zulüm    Ne zaman bitecek bu zulüm    Daha ne kadar devam edecek bu   Acı ve sessiz  çığlık 😔😔😔	NOT
40361	@USER Geçenlerde sen ne boş bir adamsın demiştim özür dilerim sen çok boş bir adammışsın.	OFF
15727	@USER @USER Aziz çok dolu adam bir dediği bir dediğini tutmuyor	OFF
22733	İnş sınavdan sonra sınıf düşmem amin	NOT
41271	Sana kalbinin olduğunu hissettiren güzelliklerin peşinden git.	NOT
31389	Günaydın sabah sabah tahir ve zuhre askini okudum yine asik olmak istedim.istedum ama yapamadım ustune gül koklayamadim denedim ama olmadi	NOT
21813	Tartisma esnasinda mesajla saydirirken karsi tarafin sak diye aramasi..🙃🙂🙃🙂	NOT
42322	#Fenerbahce #Gustavo da geliyor bu gece iyi haber , rodrugez kiralık olduğundan fazla maçları iplemiyor gibi tolga kendini 11 de görmek istiyorsa performansı iyi sayılmaz ama asist yapti üstüne ekleyerek daha iyi olabilir ..	NOT
30030	@USER dejavu oldum ya hep aynı şeyleri görüyorum abi	NOT
11457	@USER İzle. Şimdi beklentini ne kadar yükselttin bilemiyorum tabi ama iyi bir iş olmuş djdjxjsjjsjs.	NOT
36256	İnanın türkiye'nin her yeri çok güzel	NOT
13180	Abdullah Gül, Cumhurbaşkanlığı döneminde adeta akp'nin noterliğini yaptı.Hangi akp kanununu veto etti?	NOT
45201	o değil de ben çok kıskandım bu cb de ölüp ölüp dirilicem galiba. offf çok kıskanıyorum kim bilir nasıl yavşicaklar	NOT
22018	@USER Tamam kuran yazıyorsa, tmm benim de dediğim budur, Allahın bildirdiği kuran da ayet olarak yerini alır kuran dışında Allahın bildirdiği denilen şeyler palavra, Allah bildirmiş kuran da ayet olarak yerini alır	NOT
22788	Ve #dolar       Varan 1   Varan 2      Uyandınızmı ...@grafik_fx takipçileri...:))	NOT
29751	Aynalar yaşlanmış gösterse bile                  Yaşanmadan geçen yıllar utansın🎶	NOT
22915	@USER endişe hayal gücünün yalnış kullanılmasıdır.	NOT
34203	@USER Birşey ler üretemiyen ne kadar çok akademisyen olduğunu sanirim sende biliyorsun.	OFF
30524	@USER Ahahah, sanattır çünkü 100 yıl önce yapılan ve uygulanılan ile şimdi farklıdır. rönesans İLE modern sanat gibi. Sadece bir tık teknolojikiz. Ahahaha 😬	NOT
33286	@USER Aslında hala neden burada olduğumu da anlamış değilsin 🤔 Bence bunun üzerine de bir düşün bakalım neden burdayım? Ama şimdi yatmam gerekiyor,iyi geceler diliyorum bir daha ki açık oturuma kadar sağlıcakla kal 😉	NOT
16388	Keşke veteriner olsaydım seni daha iyi anlardim	OFF
28503	@USER Ya içki satılıyor diye ordan alışveriş yapmıyordum zaruri haller dışında %50 indirim baya zaruri sayılabilir :))	NOT
25720	@USER Yaaaa utandım 😄 teşekkür ederim asıl çiçek sensin ❤	NOT
43303	Alanya Maçı Çok Kilit Maç Olucak Moral Motivasyon Açısından.Tsye Karşı Girdiğiniz Pozisyon Sayısı Normal Haliyle Deplsmanda Azalacak Belki Kötü Oynayacağız Ama Alanya Maçını Mutlaka Almalıyız.Dikkatli Ol @USER	NOT
46216	#elektrik zam yapan ekrem imamoğlunun Allah belasını versin.    İstanbulu mahvettin	OFF
45378	Yorgunum defansta oynarım dediğim her maçın sonunda, kendimi rakip ceza sahası içinde yıkılmış buluyorum.	NOT
34962	@USER Uyanışların hepsi güzeldir. Hoşgeldin 🕊️🕊️🕊️   #HerşeyÇokGüzelOlacak kardeşim.	NOT
32230	Bak işte sen diyo. Seviyorum diyo. Bize diyo	NOT
34890	@USER Karısının cenazesinde ona yanaşan kuyruklu kimin özeti oluyor tutturmuşsunuz erkek milleti erkek milleti kadın eğer kadınlığını bilip kuyruk sallamazsa erkek onun gölgesine bakamaz kadınlar kimi baştan çıkarmak için 3 kilo boya sürüyor	OFF
21421	#Cumartesi #TuvaletKağıdı60TLOldu  Hadi Size Bir Filim Adı Vereyim  (Higher Pover ) Bu Filim  SINIRLARI Zorlamış Tanrıyı Yaratıyo Filimde Fantastik Bilim Kurgu  Adamlar Uçmuş  Ne kullanıyorlar Nasıl Bir Kafa Var Anlamıyorum	NOT
33184	@USER türk kızları böyle bağlamıyo eşarbı ondan olabilir	NOT
13084	@USER Hmm, evet bu konuda çok haklısın. Bazıları gibi jelibon değil 😀	OFF
15747	mutuallarımın gözlerini düşündüğümden 4k hd videodan ss aldım iyigeceler	NOT
30256	Hata yaptığında sana kızsa da sırtını dönmeyen insan çok güzel,tamam o kapıyı yüzüne çarpıyor ama anahtarı da üzerine bırakıyor gir diye.	NOT
38408	@USER evet dolar 4 TL den 5.67 ye düştü.yıl sonunda daha düşüp 7 TL yi aşması bekleniyor	NOT
27216	15'lik ergenler Trabzonspor adına ahkam kesiyor, plaket milaket diyor ula siz Miroslav Szymek'i bile izlememişiz nesilsiniz. Kaç yaşındasınız la siz ??  #OnurKivrak	OFF
42515	Düzgün transferler yapıyorsun  böyle devam et kral #AliNaibininKardeşleriyiz	NOT
44343	@USER sallama böyle bi şey yok	NOT
13689	@USER Olmaz olsun öyle vatan evladı,liderleri emperyalistlerin kucağında,müridlerinin aklı kirada...	OFF
24773	var ya altısını da takardım 👍🏻👍🏻👍🏻	NOT
30502	@USER Biri bana bu güzelliği açıklasın çok güzel ölecem 😍♥️	NOT
12870	Istek belli    Çözüm belli   Mağdur belli    Ama bi çalışma yok      ● #2010KPSSMAĞDURLARI   ● #BedelliAskerlik      Gençlik çözüm bekliyor	NOT
12898	Sümerlilerin hatrına yaz en azından	NOT
21164	@USER @USER bizi yaratan rabbimize hakaret eden bu şeref yoksununa ceza verilmeyecek mi	OFF
26541	@USER Kanki böyle böyle desene bi ss alıp tivit atıcam :d kadınlar beni abaza tanımaya başladı aq :d	OFF
20418	5~🍊 😫Sadece takipleşiyoruz,hesabın çok kaliteli🍭Diyebileceğim pek bir şey yok(	NOT
19814	#Kazanacağız   arkadaş tayyip erdogani sevmek ayrı tapmak ap ayrı.. ülke batsa yine tayyip diyeceksiniz neredeyse.. biz de AKP ye oy verdik profilimi inceleyebilirsiniz ama bu kadarı da fazla ya. dolar olmuş 7 lira önlem yok mu diyeceğinize hala yıkılmadık edebiyatı yapıyorsunuz	OFF
